open_time,close_time,open,high,low,close,volume,quote_volume,num_trades,close_frac_diff
2025-09-06 15:59:59.999,2025-09-07 03:24:59.999,110384.15,110700.0,109977.0,110688.88,2859.3228700000004,315242819.6954766,425547,19817.373571820208
2025-09-07 03:24:59.999,2025-09-07 14:54:59.999,110688.88,111412.0,110463.1,111106.08,2844.0331300000025,315629260.54099053,426582,20233.522908846106
2025-09-07 14:54:59.999,2025-09-08 01:49:59.999,111106.08,111600.0,110731.71,110871.99,2855.07218,317248710.19266915,495089,19930.807505981327
2025-09-08 01:49:59.999,2025-09-08 08:49:59.999,110871.99,111910.48,110621.78,111754.87,2842.5797400000006,316323234.94038117,426851,20840.992654691698
2025-09-08 08:49:59.999,2025-09-08 13:29:59.999,111754.87,112370.3,111591.06,112196.39,2814.67425,315239929.1592756,322374,21116.388878477897
2025-09-08 13:29:59.999,2025-09-08 17:09:59.999,112196.39,112924.37,111877.64,112271.92,2905.35641,326583146.24203604,487795,21040.080553469947
2025-09-08 17:09:59.999,2025-09-09 00:49:59.999,112271.92,112531.6,111459.87,111788.04,2821.8534600000003,316340191.12389743,447730,20468.999783336083
2025-09-09 00:49:59.999,2025-09-09 06:39:59.999,111788.04,112890.0,111111.0,112814.38,2844.674250000001,318077026.53164476,480842,21539.88923598129
2025-09-09 06:39:59.999,2025-09-09 10:39:59.999,112814.38,113293.29,112635.38,112823.99,2816.991899999999,318303846.26487136,285317,21345.933242711864
2025-09-09 10:39:59.999,2025-09-09 14:34:59.999,112823.99,112950.0,111616.13,111695.81,2909.43189,327303020.6112467,501853,20128.58409249458
2025-09-09 14:34:59.999,2025-09-09 16:29:59.999,111695.81,111900.63,110766.66,110950.74,2925.1268499999996,325409956.5511246,369325,19552.570238715853
2025-09-09 16:29:59.999,2025-09-09 22:49:59.999,110950.74,111745.69,110898.28,111474.21,2848.4431999999993,316823338.32865155,349678,20273.741110264236
2025-09-09 22:49:59.999,2025-09-10 06:14:59.999,111474.21,111729.65,110917.45,111530.15,2852.67918,317691696.24331176,477169,20305.941940453806
2025-09-10 06:14:59.999,2025-09-10 09:09:59.999,111530.15,112859.8,111492.12,112160.52,2814.37211,316067592.0019486,274707,20929.86876659449
2025-09-10 09:09:59.999,2025-09-10 12:34:59.999,112160.52,113548.0,112123.07,113333.0,3256.07536,367047944.30284667,319299,21977.54179770485
2025-09-10 12:34:59.999,2025-09-10 13:54:59.999,113333.0,114313.13,112924.34,113828.21,2977.6578299999996,338261435.142695,343338,22189.71170843061
2025-09-10 13:54:59.999,2025-09-10 17:34:59.999,113828.21,114295.63,113415.2,113573.29,2810.004990000001,320075480.1895713,418112,21713.215347728517
2025-09-10 17:34:59.999,2025-09-10 23:04:59.999,113573.29,113999.01,113155.03,113999.01,2792.0130200000003,317159520.01614726,379673,22073.91188159141
2025-09-10 23:04:59.999,2025-09-11 05:29:59.999,113999.01,114434.23,113669.82,114117.47,2768.1730199999993,315658677.38285494,400661,22049.035555881797
2025-09-11 05:29:59.999,2025-09-11 12:04:59.999,114117.47,114459.65,113776.0,114128.23,2822.3132399999995,321973924.3042048,394595,21955.176084506922
